CountryNameAr,CountryNameEn,CityNameAr,CityNameEn,Population
"بروناي","Brunei","مديرية توتونغ","Tutong",9883
"بلغاريا","Bulgaria","صوفيا","Sofia",1404116
"بلغاريا","Bulgaria","بلوفديف","Plovdiv",346893
"بلغاريا","Bulgaria","برغاس","Burgas",210284
"بلغاريا","Bulgaria","زغرة العتيقة","Stara Zagora",142746
"بلغاريا","Bulgaria","روسه","Ruse",140537
"بلغاريا","Bulgaria","بلفن","Pleven",119596
"بلغاريا","Bulgaria","سليفن","Sliven",115241
"بلغاريا","Bulgaria","برنيك","Pernik",97181
"بلغاريا","Bulgaria","هاسكوفو","Haskovo",94156
"بلغاريا","Bulgaria","كازنلاك","Kazanlak",89197
"بلغاريا","Bulgaria","دوبريتش","Dobrich",87361
"بلغاريا","Bulgaria","يامبل","Yambol",83861
"بلغاريا","Bulgaria","شومن","Shumen",81207
"بلغاريا","Bulgaria","بلاغويفغراد","Blagoevgrad",77441
"بلغاريا","Bulgaria","ترنوة","Veliko Tarnovo",66943
"بلغاريا","Bulgaria","أسينوفغراد","Asenovgrad",65962
"بلغاريا","Bulgaria","تارغوفيشته","Targovishte",57264
"بلغاريا","Bulgaria","فراتسا","Vratsa",55451
"بلغاريا","Bulgaria","ديميتروفغراد","Dimitrovgrad",53557
"بلغاريا","Bulgaria","قرجة علي","Kardzhali",51841
"بلغاريا","Bulgaria","غابروفو","Gabrovo",51398
"بلغاريا","Bulgaria","فيدين","Vidin",46269
"بلغاريا","Bulgaria","كيوستينديل","Kyustendil",43534
"بلغاريا","Bulgaria","مونتانا","Montana",40044
"بلغاريا","Bulgaria","سموليان","Smolyan",34465
"بلغاريا","Bulgaria","دوبنيتسا","Dupnitsa",33705
"بلغاريا","Bulgaria","سيليسترا","Silistra",33480
"بلغاريا","Bulgaria","غوتسه دلتشو","Gotse Delchev",33208
"بلغاريا","Bulgaria","رازغراد","Razgrad",32391
"بلغاريا","Bulgaria","لوفتش","Lovech",31899
"بلغاريا","Bulgaria","غورنا اورياهوفيتسا","Gorna Oryahovitsa",29423
"بلغاريا","Bulgaria","أيتوس","Aytos",27326
"بلغاريا","Bulgaria","ساندانسكي","Sandanski",26914
"بلغاريا","Bulgaria","بشترة","Peshtera",23972
"بلغاريا","Bulgaria","سفيشتوف","Svishtov",22584
"بلغاريا","Bulgaria","كارنوبات","Karnobat",22464
"بلغاريا","Bulgaria","زغرة الجديدة","Nova Zagora",22175
"بلغاريا","Bulgaria","ميزدرا","Mezdra",21726
"بلغاريا","Bulgaria","وسام الاستحقاق الأمريكي","Lom",21425
"بلغاريا","Bulgaria","الأرخانية","Botevgrad",20602
"بلغاريا","Bulgaria","طريان","Troyan",19984
"بلغاريا","Bulgaria","فيليكي بريسلاف","Veliki Preslav",14960
"بلغاريا","Bulgaria","جربان","Chirpan",14672
"بلغاريا","Bulgaria","نيسيبار","Nesebar",14596
"بلغاريا","Bulgaria","لباس","Garmen",14439
"بلغاريا","Bulgaria","إختيمان","Ihtiman",13617
"بلغاريا","Bulgaria","نوفي إسكار","Novi Iskar",13491
"بلغاريا","Bulgaria","رادومير","Radomir",12975
"بلغاريا","Bulgaria","نوفي بازار","Novi Pazar",12710
"بلغاريا","Bulgaria","بلجق","Balchik",12429
"بلغاريا","Bulgaria","رازلوغ","Razlog",12232
"بلغاريا","Bulgaria","كافارنا","Kavarna",11202
"بلغاريا","Bulgaria","ليفسكي صوفيا","Levski",9866
"بلغاريا","Bulgaria","بيليتسا","Belitsa",9801
"بلغاريا","Bulgaria","الخوة","Elhovo",9299
"بلغاريا","Bulgaria","صوفيا","Sredets",8504
"بوركينا فاسو","Burkina Faso","واغادوغو","Ouagadougou",3063271
"بوركينا فاسو","Burkina Faso","بوبوديولاسو","Bobo-Dioulasso",903887
"بوركينا فاسو","Burkina Faso","كودوغو","Koudougou",160207
"بوركينا فاسو","Burkina Faso","واهيغويا","Ouahigouya",124580
"بوركينا فاسو","Burkina Faso","بانفورا","Banfora",117200
"بوركينا فاسو","Burkina Faso","فادا نغورما","Fada Ngourma",73200
"بوركينا فاسو","Burkina Faso","ديدواغو","Dedougou",63617
"بوركينا فاسو","Burkina Faso","كونغوسي","Kongoussi",53641
"بوركينا فاسو","Burkina Faso","كاوبيلا","Koupela",45900
"بوركينا فاسو","Burkina Faso","بيندر","Binde",36518
"بوركينا فاسو","Burkina Faso","ليو","Leo",33717
"بوركينا فاسو","Burkina Faso","أورودارا","Orodara",33422
"بوركينا فاسو","Burkina Faso","كومبيسيري","Kombissiri",28617
"بوركينا فاسو","Burkina Faso","مانغا","Manga",28612
"بوركينا فاسو","Burkina Faso","حزب المنصة المدنية","Po",28079
"بوركينا فاسو","Burkina Faso","توغان","Tougan",26347
"بوركينا فاسو","Burkina Faso","بلدية سابوي","Sapouy",26345
"بوركينا فاسو","Burkina Faso","ديبوغو","Diebougou",25688
"بوركينا فاسو","Burkina Faso","باتي (الكاميرون)","Batie",17997
"بوركينا فاسو","Burkina Faso","بنما","Pa",15170
"بوركينا فاسو","Burkina Faso","تيوغزة","Tiou",8983
"بوروندي","Burundi","بوجومبورا","Bujumbura",1143202
"بوروندي","Burundi","غيتيغا","Gitega",135467
"بوروندي","Burundi","إقليم روييغي","Ruyigi",44220
"بوروندي","Burundi","إقليم رومنغي","Rumonge",35931
"بوروندي","Burundi","إقليم سيبيتوك","Cibitoke",23885
"بوروندي","Burundi","غيتيغا","Gitega",23167
"بوروندي","Burundi","إقليم بوبانزا","Bubanza",20031
"بوروندي","Burundi","إقليم كاروزي","Karuzi",10317
"بوروندي","Burundi","إقليم كيروندو","Kirundo",10024
"بوروندي","Burundi","إقليم موينغا","Muyinga",9609
"بوروندي","Burundi","إقليم ماكامبا","Makamba",9396
"بوروندي","Burundi","إقليم روييغي","Ruyigi",7139
"بوروندي","Burundi","إقليم روتانا","Rutana",5865
"بوروندي","Burundi","إقليم مورامفيا","Muramvya",5458
"بوروندي","Burundi","إقليم بوروري","Bururi",4478
"بوروندي","Burundi","إقليم كانكوزو","Cankuzo",3624
"كمبوديا","Cambodia","بنوم بنه","Phnom Penh",2129371
"كمبوديا","Cambodia","سيام ريب","Siem Reap",147866
"كمبوديا","Cambodia","باتامبانج","Battambang",130000
"كمبوديا","Cambodia","كامبونج تشام","Kampong Cham",118242
"كمبوديا","Cambodia","سيسوفون","Sisophon",99019
"كمبوديا","Cambodia","سيهانوكفيل","Sihanoukville",71082
"كمبوديا","Cambodia","سامرونج","Samraong",70944
"كمبوديا","Cambodia","محافظة كراتي","Kratie",60000
"كمبوديا","Cambodia","محافظة بورسات","Pursat",58255
"كمبوديا","Cambodia","تاكيو","Takeo",52000
"كمبوديا","Cambodia","محافطة كامبونغ تشنانغ","Kampong Chhnang",41700
"كمبوديا","Cambodia","تاي نينه","Svay Rieng",41424
"كمبوديا","Cambodia","كامبوت","Kampot",39186
"كمبوديا","Cambodia","محافظة بري فنغ","Prey Veng",36254
"كمبوديا","Cambodia","محافظة كوه كونغ","Koh Kong",33591
"كمبوديا","Cambodia","محافظة كامبونغ سبيو","Kampong Speu",33231
"كمبوديا","Cambodia","محافظة كامبونغ ثوم","Kampong Thom",31871
"كمبوديا","Cambodia","بانلونغ","Banlung",30399
"كمبوديا","Cambodia","محافظة ستونغ ترينغ","Stung Treng",29665
"كمبوديا","Cambodia","محافظة برياه فيهير","Preah Vihear",24360
"كمبوديا","Cambodia","محافظة كامبونغ ثوم","Kampong Thum",19951
"كمبوديا","Cambodia","سنمونوروم","Sen Monorom",7500
"الكاميرون","Cameroon","دوالة","Douala",5768400
"الكاميرون","Cameroon","ياوندي","Yaounde",2440462
"الكاميرون","Cameroon","غاروا","Garoua",600000
"الكاميرون","Cameroon","بامندة","Bamenda",600000
"الكاميرون","Cameroon","بافوسام","Bafoussam",600000
"الكاميرون","Cameroon","ماروا","Maroua",201371
"الكاميرون","Cameroon","نغاونديري","Ngaoundere",189800
"الكاميرون","Cameroon","نكونغسامبا","Nkongsamba",135405
"الكاميرون","Cameroon","بويا","Buea",131325
"الكاميرون","Cameroon","قصور‎","Kousseri",101246
"الكاميرون","Cameroon","بوغو","Bogo",95230
"الكاميرون","Cameroon","بيرتوا","Bertoua",88462
"الكاميرون","Cameroon","نيتشر","Maga",85100
"الكاميرون","Cameroon","فاومبان","Foumban",83522
"الكاميرون","Cameroon","كومبو","Kumbo",80212
"الكاميرون","Cameroon","إيسيكا","Eseka",79500
"الكاميرون","Cameroon","ايبولوا","Ebolowa",76885
"الكاميرون","Cameroon","جان","Dschang",76524
"الكاميرون","Cameroon","إديا","Edea",73128
"الكاميرون","Cameroon","باذنجان","Melong",71189
"الكاميرون","Cameroon","بافيا","Bafia",69270
"الكاميرون","Cameroon","جويدو ريني","Guider",65165
"الكاميرون","Cameroon","سانغمليما","Sangmelima",64227
"الكاميرون","Cameroon","مبالمايو","Mbalmayo",60091
"الكاميرون","Cameroon","كريبي","Kribi",60000
"الكاميرون","Cameroon","مورا","Mora",53667
"الكاميرون","Cameroon","يوم","Mokolo",40168
"الكاميرون","Cameroon","صفة","Obala",37888
"الكاميرون","Cameroon","ريف باتوري","Batouri",33594
"الكاميرون","Cameroon","بافانغ","Bafang",33342
"الكاميرون","Cameroon","لاغدو","Lagdo",28239
"الكاميرون","Cameroon","ليمبي","Limbe",26988
"الكاميرون","Cameroon","بيلابو","Belabo",22553
"الكاميرون","Cameroon","أبونغ-مبانغ","Abong Mbang",18700
"الكاميرون","Cameroon","محافظة نغوني","Ngou",12000
"الكاميرون","Cameroon","تيوفيلين","Tefam",12000
"الكاميرون","Cameroon","كونتشا","Kontcha",8018
"كندا","Canada","تورونتو","Toronto",5647656
"كندا","Canada","مونتريال","Montreal",3675219
"كندا","Canada","فانكوفر","Vancouver",2426160
"كندا","Canada","كالغاري","Calgary",1306784
"كندا","Canada","إدمونتون","Edmonton",1151635
"كندا","Canada","أوتاوا","Ottawa",1068821
"كندا","Canada","وينيبيغ","Winnipeg",758515
"كندا","Canada","مدينة كيبك","Quebec City",733156
"كندا","Canada","هاميلتون","Hamilton",729560
"كندا","Canada","ميسيساغا","Mississauga",717961
"كندا","Canada","كيتشنر","Kitchener",522888
"كندا","Canada","هاليفاكس","Halifax",439819
"كندا","Canada","لافال","Laval",438366
"كندا","Canada","لندن","London",423369
"كندا","Canada","فيكتوريا","Victoria",363222
"كندا","Canada","ماركام","Markham",338503
"كندا","Canada","أوشاوا","Oshawa",335949
"كندا","Canada","فوغان","Vaughan",323103
"كندا","Canada","وندسور","Windsor",306519
"كندا","Canada","غاتينو","Gatineau",291041
"كندا","Canada","ساسكاتون","Saskatoon",266141
"كندا","Canada","لونغوي","Longueuil",254483
"كندا","Canada","سانت كاثرينز","St. Catharines",242460
"كندا","Canada","ريغينا","Regina",226404
"كندا","Canada","أوكفيل","Oakville",213759
"كندا","Canada","ريتشموند","Richmond",209937
"كندا","Canada","ريتشموند هيل","Richmond Hill",202022
"كندا","Canada","برلنغتون","Burlington",186948
"كندا","Canada","سانت جونز","St. John's",185565
"كندا","Canada","كيلونا","Kelowna",181380
"كندا","Canada","غريتر سودبوري","Sudbury",166004
"كندا","Canada","باري","Barrie",154676
"كندا","Canada","كوكويتلام، كولومبيا البريطانية","Coquitlam",148625
"كندا","Canada","ساغينيه","Saguenay",144723
"كندا","Canada","غويلف","Guelph",144356
"كندا","Canada","تروا ريفيير","Trois-Rivieres",139163
"كندا","Canada","ويتبي","Whitby",138501
"كندا","Canada","كامبريدج","Cambridge",138479
"كندا","Canada","كندا","Kanata",137118
"كندا","Canada","ميلتون","Milton",132979
"كندا","Canada","كينغستون","Kingston",132485
"كندا","Canada","أياكس أمستردام","Ajax",126666
"كندا","Canada","واترلو","Waterloo",121436
"كندا","Canada","مونكتون","Moncton",119785
"كندا","Canada","سانيتش، كولومبيا البريطانية","Saanich",117735
"كندا","Canada","وايت روك، كولومبيا البريطانية","White Rock",109167
"كندا","Canada","ثاندر باي","Thunder Bay",108843
"كندا","Canada","نانيامو إي، كولومبيا البريطانية","Nanaimo",106079
"كندا","Canada","برانتفورد","Brantford",104688
"كندا","Canada","شيكوتيمي","Chicoutimi",103934
"كندا","Canada","جيروم","Saint-Jerome",100859
"كندا","Canada","أيل أحمر","Red Deer",100844
"كندا","Canada","بيكرينغ","Pickering",99186
"كندا","Canada","كاملوبس، كولومبيا البريطانية","Kamloops",97902
"كندا","Canada","سان جان سور ريشليو","Saint-Jean-sur-Richelieu",97873
"كندا","Canada","نيغارا فولز","Niagara Falls",94415
"كندا","Canada","جزيرة كيب بريتون","Cape Breton",93694
"كندا","Canada","تشيليواك، كولومبيا البريطانية","Chilliwack",93203
"كندا","Canada","مابل ريدج، كولومبيا البريطانية","Maple Ridge",90990
"كندا","Canada","نيوماركت","Newmarket",87942
"كندا","Canada","بيتيربوروغ","Peterborough",84793
"كندا","Canada","درومونفيل","Drummondville",79258
"كندا","Canada","كورثا ليكس","Kawartha Lakes",79247
"كندا","Canada","نيو ويستمينيستر، كولومبيا البريطانية","New Westminster",78916
"كندا","Canada","برينس جورج، كولومبيا البريطانية","Prince George",76708
"كندا","Canada","شاتوغيه","Chateauguay",75891
"كندا","Canada","أردري","Airdrie",74100
"كندا","Canada","سارنيا","Sarnia",73944
"كندا","Canada","منطقة وودبفالو","Wood Buffalo",72326
"كندا","Canada","سولت سانت ماري","Sault Ste. Marie",72051
"كندا","Canada","سانت جون","Saint John",69895
"كندا","Canada","سانت ألبرت","St. Albert",68232
"كندا","Canada","فورت ماكموراي","Fort McMurray",68002
"كندا","Canada","فريدريكتون","Fredericton",64614
"كندا","Canada","غراند براري","Grande Prairie",64141
"كندا","Canada","مدسين هات","Medicine Hat",63382
"كندا","Canada","هالتون هيلس","Halton Hills",62951
"كندا","Canada","أورورا","Aurora",62057
"كندا","Canada","بورت كوكويتلام، كولومبيا البريطانية","Port Coquitlam",61498
"كندا","Canada","لاك برومي","Lac-Brome",58889
"كندا","Canada","شمال فانكوفر","North Vancouver",58120
"جزر كايمان","Cayman Islands","جورج تاون، جزر كايمان","George Town",27704
"جمهورية أفريقيا الوسطى","Central African Republic","بربراتي","Berberati",76918
"جمهورية أفريقيا الوسطى","Central African Republic","بوكارانغا","Bocaranga",61190
"جمهورية أفريقيا الوسطى","Central African Republic","كارنو","Carnot",45421
"جمهورية أفريقيا الوسطى","Central African Republic","بامباري","Bambari",41356
"جمهورية أفريقيا الوسطى","Central African Republic","بوار","Bouar",40353
"جمهورية أفريقيا الوسطى","Central African Republic","بوسانجو","Bossangoa",36478
"جمهورية أفريقيا الوسطى","Central African Republic","برايان","Bria",35204
"جمهورية أفريقيا الوسطى","Central African Republic","بانجاسو","Bangassou",31453
"جمهورية أفريقيا الوسطى","Central African Republic","كاغا باندورو","Kaga Bandoro",24661
"جمهورية أفريقيا الوسطى","Central African Republic","سيبوت","Sibut",22419
"جمهورية أفريقيا الوسطى","Central African Republic","امبايكي","Mbaiki",22166
"جمهورية أفريقيا الوسطى","Central African Republic","بوزوم","Bozoum",20665
"جمهورية أفريقيا الوسطى","Central African Republic","باوا","Paoua",17370
"جمهورية أفريقيا الوسطى","Central African Republic","غريماري","Grimari",16486
"جمهورية أفريقيا الوسطى","Central African Republic","كابل","Kabo",16279
"جمهورية أفريقيا الوسطى","Central African Republic","دافيدو","Obo",7187
"جمهورية أفريقيا الوسطى","Central African Republic","موباي","Mobaye",7176
"جمهورية أفريقيا الوسطى","Central African Republic","اوادا","Ouadda",5434
"تشاد","Chad","انجمينا","N'Djamena",807000
"تشاد","Chad","موندو","Moundou",137929
"تشاد","Chad","خيبر بختونخوا","Sarh",103269
"تشاد","Chad","أبشي","Abeche",76492
"تشاد","Chad","موسورو","Moussoro",75210
"تشاد","Chad","قوز بيضة","Goz-Beida",66107
"تشاد","Chad","ماو تسي تونغ","Mao",50000
"تشاد","Chad","قمرة","Koumra",47950
"تشاد","Chad","أم تيمان","Am-Timan",38261
"تشاد","Chad","إريبا","Iriba",33572
"تشاد","Chad","بونقور","Bongor",30518
"تشاد","Chad","منغوليا","Mongo",27763
"تشاد","Chad","أم هاجر","Oum Hadjer",26136
"تشاد","Chad","إنسان","Doba",25650
"تشاد","Chad","قسيس","Fada",23786
"تشاد","Chad","أم جرس‎‎","Amdjarass",20850
"تشاد","Chad","مساقط","Massaguet",18872
"تشاد","Chad","بتكين","Bitkine",18495
"تشاد","Chad","دوربالي","Dourbali",17682
"تشاد","Chad","ماساكوري","Massakory",16237
"تشاد","Chad","كيابي","Kyabe",15960
"تشاد","Chad","بوكورو","Bokoro",15517
"تشاد","Chad","فيانكا","Fianga",14166
"تشاد","Chad","ماتا","Mata",13739
"تشاد","Chad","نورإبينفرين","Adre",12571
"تشاد","Chad","بلتن","Biltine",11840
"تشاد","Chad","بوليفيا","Bol",11120
"تشاد","Chad","زوار","Zouar",6432
"تشاد","Chad","ماسينيا","Massenya",3680
"شيلي","Chile","بوينتي آلتو","Puente Alto",573935
"شيلي","Chile","مايبو","Maipu",521627
"شيلي","Chile","لا فلوريدا","La Florida",366916
"شيلي","Chile","أنتوفاغاستا","Antofagasta",348517
"شيلي","Chile","فينيا ديل مار","Vina del Mar",332875
"شيلي","Chile","سان برناردو","San Bernardo",301313
"شيلي","Chile","فالبارايسو","Valparaiso",296655
"شيلي","Chile","تيموكو","Temuco",282415
"شيلي","Chile","لاس كونديس","Las Condes",249893
"شيلي","Chile","رانكاغوا","Rancagua",231370
"شيلي","Chile","بينالولين","Penalolen",216060
"شيلي","Chile","كويليكورا","Quilicura",210410
"شيلي","Chile","تالكا","Talca",206069
"شيلي","Chile","إقليم كوكيمبو","Coquimbo",204068
"شيلي","Chile","لا سيرينا","La Serena",195382
"شيلي","Chile","إيكويكو","Iquique",188003
"شيلي","Chile","لا بينتانا","La Pintana",177335
"شيلي","Chile","إل بوسكي","El Bosque",175594
"شيلي","Chile","بويرتو مونت","Puerto Montt",169736
"شيلي","Chile","تالكاهوانو","Talcahuano",161692
"شيلي","Chile","كوبيابوية","Copiapo",158438
"شيلي","Chile","مرجية قصبية","Calama",157575
"شيلي","Chile","كيلبويه","Quilpue",147991
"شيلي","Chile","لوس أنجلوس","Los Angeles",143023
"شيلي","Chile","كوريكو","Curico",136954
"شيلي","Chile","رينكا","Renca",133518
"شيلي","Chile","كونشالي","Conchali",133256
"شيلي","Chile","فيلا آليمانا","Villa Alemana",126548
"شيلي","Chile","بونتا أريناس","Punta Arenas",123403
"شيلي","Chile","تنكس بقعي","Macul",116534
"شيلي","Chile","كورونل","Coronel",116262
"شيلي","Chile","ألتو هوسبيكيو","Alto Hospicio",108375
"شيلي","Chile","لو بارنيشيا","Lo Barnechea",105833
"شيلي","Chile","سان رامون","San Ramon",94906
"شيلي","Chile","لا رينا","La Reina",92787
"شيلي","Chile","سان أنطونيو","San Antonio",86239
"شيلي","Chile","شيغوانتي","Chiguayante",85863
"شيلي","Chile","كويهايكيو","Coyhaique",61210
"شيلي","Chile","لوس آنديس","Los Andes",59388
"شيلي","Chile","سان فرناندو، الفلبين","San Fernando",58367
"شيلي","Chile","فيلاريشا","Villarrica",55478
"شيلي","Chile","أنغولا","Angol",48608
"شيلي","Chile","ليماش","Limache",46121
"شيلي","Chile","فالينار","Vallenar",45298
"شيلي","Chile","بربوط","Lota",43272
"شيلي","Chile","ماتشالي","Machali",42572
"شيلي","Chile","مجلد","Tome",42312
"شيلي","Chile","مولينا","Molina",40329
"شيلي","Chile","أنكود","Ancud",38991
"شيلي","Chile","ايسلا دي ميبو","Isla de Maipo",36219
"شيلي","Chile","سانتا كروز","Santa Cruz",34914
"شيلي","Chile","فيكتوريا","Victoria",34890
"شيلي","Chile","شيمبارونغو","Chimbarongo",33446
"شيلي","Chile","كاسترو","Castro",33417
"شيلي","Chile","كيوراناي لاهيو","Curanilahue",32288
"شيلي","Chile","كونكون","Concon",32273
"شيلي","Chile","كوينتيرو","Quintero",31923
"شيلي","Chile","نويفا إمبريال","Nueva Imperial",31632
"شيلي","Chile","سان خافيير","San Javier",29017
"شيلي","Chile","بوكون","Pucon",28923
"شيلي","Chile","لونجافي","Longavi",28499
"الصين","China","غوانزو","Guangzhou",26940000
"الصين","China","شانغهاي","Shanghai",24073000
"الصين","China","بكين","Beijing",18522000
"الصين","China","شينزين","Shenzhen",17619000
"الصين","China","تشنغدو","Chengdu",14645000
"الصين","China","شيان","Xi'an",12328000
"الصين","China","تشونغتشينغ","Chongqing",12135000
"الصين","China","ليني","Linyi",10820000
"الصين","China","دونغ غوان","Dongguan",10646000
"الصين","China","باودينغ","Baoding",10546831
"الصين","China","تيانجين","Tianjin",10368000
"الصين","China","ووهان","Wuhan",10251000
"الصين","China","هانغتشو","Hangzhou",9523000
"الصين","China","فوشان","Foshan",9042500
"الصين","China","زهوكو","Zhoukou",8677800
"الصين","China","نانجينغ","Nanjing",8422000
"الصين","China","هيزي","Heze",8287693
"الصين","China","جينينغ","Jining",8081905
"الصين","China","شنيانغ","Shenyang",7964000
"الصين","China","فويانغ","Fuyang",7599913
"الصين","China","غانتشو","Ganzhou",7396873
"الصين","China","شانغكيو","Shangqiu",7325300
"الصين","China","سانغتشو","Cangzhou",7300783
"الصين","China","تشوماديان","Zhumadian",7008427
"الصين","China","زانجيانغ","Zhanjiang",6981236
"الصين","China","الإمبراطور يونغلي","Yancheng",6709629
"الصين","China","بيجاي","Bijie",6686100
"الصين","China","شينغتاي","Xingtai",6645766
"الصين","China","هنغيانغ","Hengyang",6645243
"الصين","China","شاويانغ","Shaoyang",6563520
"الصين","China","تشوانتشو","Quanzhou",6480000
"الصين","China","زونيي","Zunyi",6270700
"الصين","China","ماومينغ","Maoming",6174050
"الصين","China","شينيانج","Xinyang",6109106
"الصين","China","داليان","Dalian",5871474
"الصين","China","تشينغداو","Qingdao",5818255
"الصين","China","يولين، قوانغشى","Yulin",5796766
"الصين","China","لياوتشنغ","Liaocheng",5789863
"الصين","China","تشوجينغ","Qujing",5765775
"الصين","China","تشنغتشو","Zhengzhou",5621593
"الصين","China","جي يانغ","Jieyang",5577814
"الصين","China","تايآن","Tai'an",5472217
"الصين","China","داتشو","Dazhou",5385422
"الصين","China","سوجو","Suzhou",5324476
"الصين","China","يونغتشو","Yongzhou",5289824
"الصين","China","تشانغده","Changde",5279102
"الصين","China","بودونغ","Pudong",5187200
"الصين","China","تشاوتونغ","Zhaotong",5092611
"الصين","China","زهانغزهو","Zhangzhou",5054328
"الصين","China","يوييانغ","Yueyang",5051922
"الصين","China","بينغدينغشان","Pingdingshan",4904701
"الصين","China","بوتشو","Bozhou",4850657
"الصين","China","يونتشنغ","Yuncheng",4774508
"الصين","China","تشانغشا","Changsha",4766296
"الصين","China","سوتشيان","Suqian",4719178
"الصين","China","تشينزو","Chenzhou",4667134
"الصين","China","جيانغمن","Jiangmen",4630300
"الصين","China","ميانيانغ","Mianyang",4613862
"الصين","China","جيوجيانغ","Jiujiang",4600276
"الصين","China","هوايهوا","Huaihua",4587594
"الصين","China","تايتشو","Taizhou",4512762
"الصين","China","جيآن","Ji'an",4469176
"الصين","China","يانغتشو","Yangzhou",4459760
"الصين","China","كونمينغ","Kunming",4422686
"الصين","China","تشانغتشون","Changchun",4408154
"الصين","China","لوان","Lu'an",4393699
"الصين","China","لانغ فانغ","Langfang",4358839
"الصين","China","أورومتشي","Urumqi",4335017
"الصين","China","سوجو","Suzhou",4330000
"الصين","China","جويغانغ","Guigang",4316262
"الصين","China","شانتو","Shantou",4312192
"الصين","China","خفي","Luzhou",4218427
"الصين","China","خفي","Hefei",4216940
"الصين","China","هنغشوي","Hengshui",4212933
"الصين","China","أنكينغ","Anqing",4165284
"الصين","China","تشانغجياكو","Zhangjiakou",4118908
"الصين","China","زاوشينغ","Zhaoqing",4113594
"الصين","China","شيجياتشوانغ","Shijiazhuang",4098243
"الصين","China","نينغبو","Ningbo",4087523
"الصين","China","كيكيهار","Qiqihar",4067489
"الصين","China","ليوشو","Liuzhou",4041700
"الصين","China","تشيفنغ","Chifeng",4035967
"كولومبيا","Colombia","بوغوتا","Bogota",8034649
"كولومبيا","Colombia","كاليفورنيا","Cali",2838333
"كولومبيا","Colombia","ميديلين","Medellin",2529403
"كولومبيا","Colombia","بارانكيا","Barranquilla",1326588
"كولومبيا","Colombia","كارتاخينا","Cartagena",914552
"كولومبيا","Colombia","بوكارامانغا","Bucaramanga",893040
"كولومبيا","Colombia","كوكوتا","Cucuta",806378
"كولومبيا","Colombia","باليرمو","Palermo",800000
"كولومبيا","Colombia","فيلافيسنسيو","Villavicencio",664148
"كولومبيا","Colombia","بيريرا","Pereira",590554
"كولومبيا","Colombia","بيلو","Bello",561955
"كولومبيا","Colombia","إيباغيه","Ibague",546003
"كولومبيا","Colombia","فاليدوبار","Valledupar",544134
"كولومبيا","Colombia","سانتا مارتا","Santa Marta",515556
"كولومبيا","Colombia","مانيزاليس","Manizales",454494
"كولومبيا","Colombia","مونتيريا","Monteria",400000
"كولومبيا","Colombia","نيفا","Neiva",380019
"كولومبيا","Colombia","أرمينيا","Armenia",301226
"كولومبيا","Colombia","بوبايان","Popayan",300837
"كولومبيا","Colombia","بارانكابيرميخا","Barrancabermeja",300000
"كولومبيا","Colombia","سينسليخو","Sincelejo",286716
"كولومبيا","Colombia","إنفيغادو","Envigado",228848
"كولومبيا","Colombia","توماكو","Tumaco",212692
"كولومبيا","Colombia","مديعة","Turbo",181000
"كولومبيا","Colombia","سانتاندير دي كيليجاو","Santander de Quilichao",180000
"كولومبيا","Colombia","إبياليز","Ipiales",169864
"كولومبيا","Colombia","ريوهاتشا","Riohacha",167865
"كولومبيا","Colombia","تونخا","Tunja",163894
"كولومبيا","Colombia","غيرون، أين","Giron",152582
"كولومبيا","Colombia","كارتاغو، كوستاريكا","Cartago",142902
"كولومبيا","Colombia","ريونيغرو أغيلاس","Rionegro",135465
"كولومبيا","Colombia","كيبدو","Quibdo",130825
"كولومبيا","Colombia","هور","Cienaga",129414
"كولومبيا","Colombia","بوغة","Guadalajara de Buga",128945
"كولومبيا","Colombia","تشياباس","Chia",124309
"كولومبيا","Colombia","بلدية ماغانغوي","Magangue",123906
"كولومبيا","Colombia","مايكاو","Maicao",123757
"كولومبيا","Colombia","سوغاموسو","Sogamoso",116031
"كولومبيا","Colombia","مدريد","Madrid",112254
"كولومبيا","Colombia","يوبال","Yopal",106822
"كولومبيا","Colombia","بلدية سابانالارغا","Sabanalarga",100049
"كولومبيا","Colombia","إدارة أروكا","Arauca",96814
"كولومبيا","Colombia","سهاجون","Sahagun",90487
"كولومبيا","Colombia","القوقاز","Caucasia",90213
"كولومبيا","Colombia","تشيكوينكويرا","Chiquinquira",85274
"كولومبيا","Colombia","بلدية سابانالارغا","Sabanalarga",84410
"كولومبيا","Colombia","سنط","Acacias",75252
"كولومبيا","Colombia","كوباكبانا","Copacabana",73574
"كولومبيا","Colombia","سان فيسينت ديل كاغوان","San Vicente del Caguan",72949
"كولومبيا","Colombia","إل بانكو","El Banco",72131
"جزر القمر","Comoros","موتسامودو","Mutsamudu",30000
"جزر القمر","Comoros","أواني","Ouani",22501
"جزر القمر","Comoros","فومبوني","Fomboni",18277
"جزر القمر","Comoros","دوموني","Domoni",16276
"جزر القمر","Comoros","أدا دويني","Adda-Doueni",10858
"جزر القمر","Comoros","الكوراني","Kourani",10000
"جزر القمر","Comoros","بازيميني","Bazimini",8952
"كوستاريكا","Costa Rica","سان خوسيه، الفلبين","San Jose",1543000
"كوستاريكا","Costa Rica","تكساس يو اس اس","San Marcos",163745
"كوستاريكا","Costa Rica","سان رامون","San Ramon",80566
"كوستاريكا","Costa Rica","سارابيكي","Sarapiqui",57147
"كوستاريكا","Costa Rica","مورا","Mora",56919
